student_id,average_quiz_score,assignment_score,final_exam_score,badges_earned,certified
S8721,42,34,37,5,0
S8722,63,59,43,2,1
S8723,93,91,78,5,1
S8724,90,90,77,7,1
S8725,47,37,30,2,0
S8726,54,53,37,3,0
S8727,56,47,38,0,0
S8728,63,61,53,6,1
S8729,42,34,22,7,0
S8730,71,70,67,5,1
S8731,44,44,31,2,0
S8732,80,78,65,3,1
S8733,60,56,52,5,0
S8734,55,53,48,1,0
S8735,67,64,48,7,1
S8736,66,65,66,6,1
S8737,55,54,45,1,0
S8738,79,76,68,1,1
S8739,86,84,70,7,1
S8740,43,42,40,2,0
S8741,83,77,64,0,1
S8742,70,64,61,2,1
S8743,47,43,40,8,0
S8744,64,55,60,8,1
S8745,69,67,50,2,1
S8746,89,81,73,7,1
S8747,89,84,85,7,1
S8748,78,74,75,8,1
S8749,86,78,79,6,1
S8750,86,76,74,4,1
S8751,68,67,50,7,1
S8752,90,88,87,8,1
S8753,67,57,58,2,1
S8754,74,71,74,2,1
S8755,100,92,85,6,1
S8756,89,83,88,6,1
S8757,64,54,58,1,1
S8758,69,64,56,4,1
S8759,76,74,73,1,1
S8760,85,79,83,0,1
S8761,94,94,92,5,1
S8762,75,71,74,6,1
S8763,80,80,67,4,1
S8764,87,85,86,2,1
S8765,61,58,47,4,1
S8766,94,84,75,3,1
S8767,55,46,35,4,0
S8768,78,71,74,4,1
S8769,61,61,51,8,1
S8770,47,37,37,3,0
S8771,97,95,96,5,1
S8772,91,85,88,1,1
S8773,56,50,39,4,0
S8774,100,90,89,4,1
S8775,79,76,60,4,1
S8776,66,59,47,0,1
S8777,95,89,90,8,1
S8778,73,64,64,2,1
S8779,84,83,64,7,1
S8780,87,77,84,3,1
S8781,98,93,89,4,1
S8782,78,77,63,3,1
S8783,86,78,85,4,1
S8784,64,61,63,6,1
S8785,58,52,38,6,0
S8786,59,49,54,8,0
S8787,67,61,47,3,1
S8788,100,93,89,6,1
S8789,70,63,69,0,1
S8790,97,90,82,2,1
S8791,83,83,77,8,1
S8792,60,50,43,7,0
S8793,74,73,70,5,1
S8794,61,58,54,4,1
S8795,54,54,49,2,0
S8796,92,82,82,4,1
S8797,53,49,36,8,0
S8798,60,54,48,0,0
S8799,96,86,81,2,1
S8800,58,56,39,2,0
S8801,50,41,43,2,0
S8802,55,45,54,8,0
S8803,74,71,68,7,1
S8804,78,72,69,8,1
S8805,53,45,46,2,0
S8806,100,96,81,0,1
S8807,55,54,46,4,0
S8808,40,33,36,4,0
S8809,86,77,86,2,1
S8810,77,69,65,6,1
S8811,43,43,36,8,0
S8812,46,36,45,2,0
S8813,49,40,46,4,0
S8814,77,70,63,3,1
S8815,96,90,90,4,1
S8816,65,58,51,5,1
S8817,45,43,43,3,0
S8818,44,43,30,6,0
S8819,79,79,71,7,1
S8820,54,46,40,3,0
S8821,47,47,32,4,0
S8822,75,67,66,8,1
S8823,98,93,88,6,1
S8824,76,72,65,3,1
S8825,90,85,75,1,1
S8826,80,73,60,8,1
S8827,46,36,33,2,0
S8828,50,45,47,7,0
S8829,47,41,31,5,0
S8830,54,46,49,1,0
S8831,87,85,72,1,1
S8832,70,63,68,7,1
S8833,73,72,65,7,1
S8834,71,65,53,3,1
S8835,46,44,40,4,0
S8836,67,57,67,5,1
S8837,76,68,69,6,1
S8838,85,80,76,4,1
S8839,80,79,63,4,1
S8840,45,41,45,8,0
S8841,53,50,37,6,0
S8842,66,65,52,1,1
S8843,58,49,46,2,0
S8844,60,58,57,7,0
S8845,75,69,64,5,1
S8846,73,64,65,0,1
S8847,60,58,48,4,0
S8848,81,79,76,3,1
S8849,68,67,67,0,1
S8850,93,93,91,2,1
S8851,51,45,38,5,0
S8852,75,69,56,3,1
S8853,88,86,79,4,1
S8854,44,42,25,6,0
S8855,53,43,52,7,0
S8856,92,83,74,5,1
S8857,66,66,53,3,1
S8858,64,63,60,1,1
S8859,48,48,28,2,0
S8860,40,31,34,8,0
S8861,74,74,56,2,1
S8862,62,58,57,5,1
S8863,44,40,42,4,0
S8864,46,38,44,7,0
S8865,94,93,86,4,1
S8866,99,94,90,0,1
S8867,64,57,64,0,1
S8868,93,89,78,7,1
S8869,97,88,82,0,1
S8870,51,43,44,7,0
S8871,91,88,78,1,1
S8872,89,87,88,3,1
S8873,50,43,42,3,0
S8874,60,54,56,1,0
S8875,54,50,54,3,0
S8876,44,38,44,2,0
S8877,83,73,68,1,1
S8878,91,86,84,8,1
S8879,67,62,52,7,1
S8880,76,69,65,1,1
S8881,84,79,79,7,1
S8882,72,64,71,7,1
S8883,86,76,86,7,1
S8884,46,45,38,6,0
S8885,41,41,25,5,0
S8886,80,72,61,1,1
S8887,47,42,39,8,0
S8888,93,83,79,1,1
S8889,82,76,74,4,1
S8890,98,98,93,8,1
S8891,45,42,37,2,0
S8892,63,55,47,0,1
S8893,85,82,73,4,1
S8894,41,40,30,1,0
S8895,83,75,74,2,1
S8896,73,67,53,5,1
S8897,56,56,52,3,0
S8898,47,47,32,4,0
S8899,46,37,27,8,0
S8900,62,54,43,7,1
S8901,94,84,77,8,1
S8902,70,67,67,5,1
S8903,54,50,50,8,0
S8904,70,65,70,1,1
S8905,43,39,26,4,0
S8906,95,90,87,8,1
S8907,70,61,61,5,1
S8908,54,52,38,3,0
S8909,56,50,42,3,0
S8910,96,93,90,5,1
S8911,89,80,77,2,1
S8912,70,63,66,4,1
S8913,62,53,53,2,1
S8914,85,85,73,4,1
S8915,66,59,53,6,1
S8916,80,77,61,2,1
S8917,88,79,84,2,1
S8918,65,57,52,7,1
S8919,49,44,29,8,0
S8920,99,89,86,3,1
S8921,62,54,55,0,1
S8922,62,56,43,7,1
S8923,40,32,26,0,0
S8924,93,89,87,1,1
S8925,83,78,72,3,1
S8926,86,81,85,0,1
S8927,57,47,45,1,0
S8928,64,55,47,3,1
S8929,58,53,40,8,0
S8930,45,43,37,1,0
S8931,66,56,55,8,1
S8932,87,83,77,8,1
S8933,41,34,32,2,0
S8934,61,51,57,7,1
S8935,66,63,64,1,1
S8936,95,88,80,6,1
S8937,59,58,44,1,0
S8938,86,77,83,5,1
S8939,47,45,27,3,0
S8940,55,53,39,1,0
S8941,60,56,55,4,0
S8942,70,65,61,0,1
S8943,75,65,68,5,1
S8944,94,94,75,4,1
S8945,80,78,75,8,1
S8946,93,89,92,1,1
S8947,55,48,52,0,0
S8948,48,39,37,3,0
S8949,86,78,74,5,1
S8950,51,46,45,2,0
S8951,86,81,85,3,1
S8952,65,61,51,7,1
S8953,83,78,77,2,1
S8954,85,78,76,0,1
S8955,66,65,63,2,1
S8956,58,51,55,2,0
S8957,62,62,48,1,1
S8958,73,65,58,8,1
S8959,76,69,61,3,1
S8960,66,66,55,2,1
S8961,80,70,64,6,1
S8962,51,45,51,4,0
S8963,51,46,41,5,0
S8964,48,47,31,5,0
S8965,63,58,55,5,1
S8966,66,58,49,2,1
S8967,58,50,43,3,0
S8968,69,64,62,0,1
S8969,61,56,54,4,1
S8970,54,49,40,8,0
S8971,76,67,60,2,1
S8972,77,75,69,5,1
S8973,42,41,41,3,0
S8974,62,59,60,6,1
S8975,69,65,55,5,1
S8976,90,85,75,7,1
S8977,90,86,73,5,1
S8978,53,46,37,1,0
S8979,79,70,70,3,1
S8980,85,82,82,6,1
S8981,62,61,54,3,1
S8982,61,59,46,0,1
S8983,50,44,33,3,0
S8984,93,92,82,1,1
S8985,44,35,32,7,0
S8986,54,47,48,0,0
S8987,56,47,53,3,0
S8988,70,61,64,2,1
S8989,49,46,38,2,0
S8990,57,51,47,7,0
S8991,88,81,84,8,1
S8992,95,89,80,1,1
S8993,60,57,59,2,0
S8994,84,80,68,2,1
S8995,60,56,40,4,0
S8996,92,85,86,5,1
S8997,40,37,23,2,0
S8998,45,39,37,4,0
S8999,90,82,87,3,1
S9000,62,59,53,2,1
S9001,44,35,36,7,0
S9002,55,50,46,4,0
S9003,75,74,73,5,1
S9004,84,83,70,6,1
S9005,55,52,48,6,0
S9006,98,92,93,6,1
S9007,67,58,66,0,1
S9008,66,66,54,4,1
S9009,94,86,78,4,1
S9010,51,47,47,3,0
S9011,72,65,55,5,1
S9012,65,58,56,7,1
S9013,98,96,86,5,1
S9014,49,45,30,3,0
S9015,97,89,97,6,1
S9016,46,40,41,5,0
S9017,66,59,52,8,1
S9018,79,78,71,0,1
S9019,57,55,57,5,0
S9020,64,62,57,7,1
S9021,41,36,27,4,0
S9022,83,79,70,3,1
S9023,78,77,70,6,1
S9024,43,42,34,5,0
S9025,71,64,54,1,1
S9026,65,62,54,8,1
S9027,100,95,84,5,1
S9028,67,61,56,3,1
S9029,67,66,52,8,1
S9030,70,62,69,0,1
S9031,56,46,37,2,0
S9032,40,34,30,4,0
S9033,86,81,79,7,1
S9034,58,57,40,3,0
S9035,100,100,98,5,1
S9036,99,98,89,7,1
S9037,60,52,46,6,0
S9038,75,71,74,0,1
S9039,96,92,94,3,1
S9040,77,74,75,2,1
S9041,69,65,51,6,1
S9042,75,75,75,8,1
S9043,62,52,42,0,1
S9044,91,81,81,2,1
S9045,56,46,53,0,0
S9046,86,83,68,6,1
S9047,58,53,55,4,0
S9048,51,47,33,6,0
S9049,91,86,83,7,1
S9050,73,63,53,4,1
S9051,45,40,34,8,0
S9052,76,68,72,7,1
S9053,78,71,69,4,1
S9054,67,61,57,4,1
S9055,54,47,38,0,0
S9056,53,52,37,5,0
S9057,93,87,79,1,1
S9058,40,32,36,0,0
S9059,62,61,43,8,1
S9060,56,49,55,0,0
S9061,89,80,88,5,1
S9062,44,37,27,5,0
S9063,96,92,81,5,1
S9064,80,71,70,3,1
S9065,63,62,63,0,1
S9066,80,74,70,2,1
S9067,96,86,90,2,1
S9068,97,97,88,7,1
S9069,78,78,64,8,1
S9070,95,95,91,0,1
S9071,57,49,41,2,0
S9072,100,98,83,0,1
S9073,53,45,42,6,0
S9074,96,95,76,3,1
S9075,44,37,41,8,0
S9076,77,68,62,6,1
S9077,72,71,61,5,1
S9078,99,95,83,5,1
S9079,65,65,54,1,1
S9080,63,55,48,2,1
S9081,46,39,34,2,0
S9082,47,37,30,1,0
S9083,84,79,83,2,1
S9084,90,82,72,2,1
S9085,46,41,35,5,0
S9086,46,40,28,7,0
S9087,51,51,32,7,0
S9088,87,83,79,7,1
S9089,57,51,57,7,0
S9090,43,42,35,4,0
S9091,69,62,62,0,1
S9092,85,77,82,7,1
S9093,83,80,63,1,1
S9094,97,94,89,2,1
S9095,68,64,65,0,1
S9096,86,83,72,8,1
S9097,69,68,54,7,1
S9098,65,60,55,5,1
S9099,92,88,78,8,1
S9100,94,87,89,5,1
S9101,62,62,55,3,1
S9102,56,49,45,7,0
S9103,96,87,88,0,1
S9104,96,90,86,1,1
S9105,56,51,45,1,0
S9106,93,84,76,8,1
S9107,74,72,68,6,1
S9108,100,92,84,1,1
S9109,66,66,49,4,1
S9110,76,75,74,8,1
S9111,46,43,32,4,0
S9112,52,45,49,7,0
S9113,56,50,53,6,0
S9114,68,58,62,0,1
S9115,46,46,43,4,0
S9116,47,37,38,0,0
S9117,50,44,45,6,0
S9118,80,73,67,8,1
S9119,41,33,37,7,0
S9120,72,67,53,5,1
S9121,49,40,45,8,0
S9122,96,92,77,0,1
S9123,77,69,77,4,1
S9124,55,46,54,4,0
S9125,47,44,42,6,0
S9126,68,58,63,0,1
S9127,89,89,75,2,1
S9128,78,76,69,1,1
S9129,88,86,83,8,1
S9130,40,33,22,0,0
S9131,74,70,55,1,1
S9132,74,73,57,0,1
S9133,60,50,58,5,0
S9134,80,79,66,0,1
S9135,76,72,61,5,1
S9136,41,33,27,3,0
S9137,99,95,98,0,1
S9138,75,69,68,4,1
S9139,74,65,60,4,1
S9140,45,44,40,8,0
S9141,72,62,68,5,1
S9142,87,81,68,4,1
S9143,69,64,66,8,1
S9144,88,87,76,2,1
S9145,92,88,87,3,1
S9146,66,62,56,3,1
S9147,74,65,61,7,1
S9148,43,33,39,8,0
S9149,48,39,30,0,0
S9150,61,51,42,6,1
S9151,94,86,82,3,1
S9152,73,66,67,7,1
S9153,99,97,87,1,1
S9154,68,60,59,5,1
S9155,58,55,45,6,0
S9156,74,68,71,5,1
S9157,93,83,93,8,1
S9158,47,43,36,2,0
S9159,63,55,53,1,1
S9160,67,57,65,3,1
S9161,68,67,61,2,1
S9162,71,68,56,1,1
S9163,70,60,54,1,1
S9164,67,58,61,1,1
S9165,99,93,96,0,1
S9166,53,47,46,0,0
S9167,66,58,66,8,1
S9168,91,85,74,6,1
S9169,76,76,68,0,1
S9170,52,46,47,1,0
S9171,100,96,83,3,1
S9172,88,81,82,6,1
S9173,64,61,59,7,1
S9174,92,82,82,6,1
S9175,67,63,64,8,1
S9176,40,34,20,2,0
S9177,75,65,57,5,1
S9178,78,68,59,1,1
S9179,55,51,41,3,0
S9180,95,94,88,7,1
S9181,51,48,33,4,0
S9182,52,51,45,3,0
S9183,54,51,49,0,0
S9184,87,77,67,6,1
S9185,55,53,38,3,0
S9186,74,64,68,2,1
S9187,64,63,53,4,1
S9188,78,69,61,7,1
S9189,100,91,91,2,1
S9190,50,48,39,3,0
S9191,54,48,54,8,0
S9192,79,70,62,2,1
S9193,70,68,70,1,1
S9194,81,81,76,5,1
S9195,74,68,62,2,1
S9196,95,89,94,5,1
S9197,58,52,46,4,0
S9198,99,96,92,2,1
S9199,61,53,61,2,1
S9200,70,67,66,4,1
S9201,72,63,71,7,1
S9202,88,85,86,0,1
S9203,95,91,81,6,1
S9204,55,54,41,0,0
S9205,88,88,69,6,1
S9206,64,64,62,4,1
S9207,68,63,55,5,1
S9208,53,53,41,2,0
S9209,91,84,77,4,1
S9210,70,62,60,4,1
S9211,78,70,75,6,1
S9212,47,37,32,4,0
S9213,82,80,75,0,1
S9214,62,62,45,3,1
S9215,55,45,41,7,0
S9216,69,66,49,8,1
S9217,52,50,52,0,0
S9218,88,86,86,2,1
S9219,64,62,49,7,1
S9220,72,64,68,1,1
S9221,56,53,47,2,0
S9222,45,40,36,8,0
S9223,65,57,63,0,1
S9224,60,60,43,8,0
S9225,65,56,51,5,1
S9226,63,55,58,1,1
S9227,95,85,77,7,1
S9228,54,54,34,5,0
S9229,94,84,91,1,1
S9230,41,40,29,7,0
S9231,100,95,85,4,1
S9232,65,63,51,1,1
S9233,66,66,49,4,1
S9234,60,54,53,5,0
S9235,89,86,80,4,1
S9236,100,91,85,8,1
S9237,96,90,76,0,1
S9238,50,42,47,2,0
S9239,74,64,72,4,1
S9240,70,70,61,7,1
S9241,47,39,39,2,0
S9242,46,42,43,0,0
S9243,69,60,49,4,1
S9244,63,60,53,6,1
S9245,79,70,67,5,1
S9246,95,94,78,2,1
S9247,44,38,25,1,0
S9248,41,39,33,0,0
S9249,64,56,64,6,1
S9250,50,44,40,8,0
S9251,43,37,35,7,0
S9252,98,98,81,2,1
S9253,40,35,32,8,0
S9254,52,52,44,0,0
S9255,89,89,74,2,1
S9256,78,73,63,6,1
S9257,50,49,45,8,0
S9258,62,59,60,1,1
S9259,41,35,41,2,0
S9260,80,76,72,3,1
S9261,75,71,70,4,1
S9262,77,72,75,6,1
S9263,75,67,75,1,1
S9264,54,44,38,0,0
S9265,98,96,90,1,1
S9266,87,84,78,7,1
S9267,87,79,70,0,1
S9268,80,80,60,6,1
S9269,85,78,65,2,1
S9270,100,92,96,1,1
S9271,86,80,78,0,1
S9272,52,45,43,6,0
S9273,58,48,43,5,0
S9274,85,84,82,2,1
S9275,75,68,69,6,1
S9276,68,65,61,6,1
S9277,44,43,24,4,0
S9278,42,37,39,0,0
S9279,76,74,62,8,1
S9280,62,52,59,3,1
S9281,99,93,85,0,1
S9282,69,66,49,6,1
S9283,63,57,59,1,1
S9284,49,42,30,7,0
S9285,87,82,79,5,1
S9286,68,62,54,4,1
S9287,96,86,87,4,1
S9288,73,72,53,0,1
S9289,100,98,94,6,1
S9290,75,72,69,2,1
S9291,55,52,49,3,0
S9292,98,92,89,8,1
S9293,51,47,37,6,0
S9294,47,42,46,7,0
S9295,50,42,48,4,0
S9296,85,81,85,2,1
S9297,58,58,42,5,0
S9298,69,67,59,8,1
S9299,51,44,35,5,0
S9300,69,65,56,3,1
S9301,80,72,65,7,1
S9302,59,57,44,4,0
S9303,94,89,88,8,1
S9304,73,67,58,4,1
S9305,54,44,44,5,0
S9306,77,74,77,5,1
S9307,41,38,31,8,0
S9308,78,78,61,0,1
S9309,45,37,43,0,0
S9310,90,81,71,2,1
S9311,86,83,82,5,1
S9312,67,63,54,5,1
S9313,84,80,65,2,1
S9314,87,84,77,2,1
S9315,78,68,70,7,1
S9316,55,51,53,7,0
S9317,77,68,66,8,1
S9318,98,97,93,7,1
S9319,41,38,24,5,0
S9320,98,88,81,0,1
S9321,78,74,66,8,1
S9322,42,32,31,3,0
S9323,57,53,37,6,0
S9324,93,86,91,7,1
S9325,46,36,28,1,0
S9326,80,71,62,1,1
S9327,44,36,35,1,0
S9328,91,81,82,7,1
S9329,88,79,76,4,1
S9330,83,77,81,1,1
S9331,56,50,47,8,0
S9332,40,37,23,4,0
S9333,67,64,59,5,1
S9334,51,51,46,7,0
S9335,53,44,34,1,0
S9336,61,53,58,0,1
S9337,80,74,68,5,1
S9338,86,79,72,0,1
S9339,86,78,85,6,1
S9340,75,75,57,6,1
S9341,55,47,54,5,0
S9342,66,64,65,0,1
S9343,53,46,41,4,0
S9344,75,69,71,3,1
S9345,89,82,70,8,1
S9346,85,78,75,2,1
S9347,98,91,86,5,1
S9348,79,74,71,6,1
S9349,74,67,60,3,1
S9350,94,94,75,3,1
S9351,84,80,75,4,1
S9352,63,60,62,0,1
S9353,94,94,92,1,1
S9354,54,44,34,4,0
S9355,96,95,79,4,1
S9356,99,89,95,5,1
S9357,93,91,80,6,1
S9358,92,92,87,3,1
S9359,57,55,52,4,0
S9360,43,37,27,5,0
S9361,78,69,70,2,1
S9362,94,93,83,2,1
S9363,66,60,59,4,1
S9364,49,45,40,2,0
S9365,100,94,80,2,1
S9366,97,93,92,7,1
S9367,92,84,72,2,1
S9368,61,54,46,1,1
S9369,42,33,40,6,0
S9370,96,90,81,4,1
S9371,76,73,76,8,1
S9372,65,55,63,8,1
S9373,73,63,57,3,1
S9374,66,64,66,3,1
S9375,52,46,38,8,0
S9376,97,91,89,0,1
S9377,55,52,47,5,0
S9378,99,99,98,6,1
S9379,83,74,67,0,1
S9380,72,65,52,6,1
S9381,43,38,32,5,0
S9382,43,36,24,3,0
S9383,58,56,47,1,0
S9384,62,53,45,8,1
S9385,90,83,89,6,1
S9386,63,63,45,0,1
S9387,81,78,68,2,1
S9388,42,33,22,6,0
S9389,61,54,57,4,1
S9390,99,92,79,8,1
S9391,43,33,35,6,0
S9392,98,91,84,2,1
S9393,67,66,47,1,1
S9394,44,40,30,6,0
S9395,91,91,87,6,1
S9396,55,47,49,8,0
S9397,57,49,39,5,0
S9398,43,41,39,7,0
S9399,68,61,66,1,1
S9400,94,85,82,8,1
S9401,81,77,81,8,1
S9402,54,44,43,7,0
S9403,79,70,68,5,1
S9404,86,83,79,0,1
S9405,93,93,92,7,1
S9406,61,58,58,5,1
S9407,56,55,53,6,0
S9408,44,38,27,2,0
S9409,69,62,56,1,1
S9410,84,81,69,2,1
S9411,99,91,82,1,1
S9412,60,57,57,1,0
S9413,59,51,57,4,0
S9414,87,86,71,2,1
S9415,86,81,72,2,1
S9416,74,70,69,2,1
S9417,45,44,25,8,0
S9418,56,50,52,4,0
S9419,40,37,21,7,0
S9420,74,67,73,1,1
S9421,57,49,51,7,0
S9422,64,57,55,8,1
S9423,54,53,39,5,0
S9424,77,73,68,0,1
S9425,52,42,39,0,0
S9426,43,37,33,8,0
S9427,49,43,47,0,0
S9428,91,91,84,5,1
S9429,54,48,52,0,0
S9430,61,58,51,1,1
S9431,91,91,80,0,1
S9432,58,51,56,4,0
S9433,52,46,32,6,0
S9434,70,67,57,2,1
S9435,58,52,39,8,0
S9436,61,55,48,5,1
S9437,48,43,29,6,0
S9438,56,55,53,1,0
S9439,50,49,46,3,0
S9440,100,93,92,7,1
S9441,94,88,87,3,1
S9442,55,54,55,4,0
S9443,69,61,64,2,1
S9444,91,87,78,0,1
S9445,49,43,35,4,0
S9446,76,75,57,7,1
S9447,40,35,33,8,0
S9448,81,74,79,5,1
S9449,55,45,47,6,0
S9450,74,65,59,8,1
S9451,55,50,53,0,0
S9452,71,62,52,5,1
S9453,94,85,74,0,1
S9454,98,93,96,2,1
S9455,87,87,85,8,1
S9456,60,60,41,4,0
S9457,94,87,84,6,1
S9458,92,85,85,3,1
S9459,44,36,27,4,0
S9460,90,84,79,3,1
S9461,61,53,53,1,1
S9462,88,78,79,6,1
S9463,50,45,46,3,0
S9464,51,41,33,2,0
S9465,65,62,63,1,1
S9466,62,58,51,2,1
S9467,70,67,64,6,1
S9468,72,68,59,4,1
S9469,58,55,58,3,0
S9470,80,71,80,7,1
S9471,49,40,41,4,0
S9472,95,93,87,0,1
S9473,60,52,53,0,0
S9474,88,86,86,2,1
S9475,97,87,84,2,1
S9476,50,46,37,6,0
S9477,73,67,63,5,1
S9478,42,33,32,0,0
S9479,41,34,40,7,0
S9480,77,71,67,7,1
S9481,49,45,47,8,0
S9482,74,71,72,1,1
S9483,93,90,79,5,1
S9484,91,83,78,2,1
S9485,50,46,46,2,0
S9486,67,64,53,6,1
S9487,63,58,47,1,1
S9488,66,60,48,8,1
S9489,57,57,44,7,0
S9490,85,79,67,8,1
S9491,63,60,47,6,1
S9492,99,97,85,0,1
S9493,72,71,56,8,1
S9494,93,90,90,3,1
S9495,87,77,81,8,1
S9496,78,68,62,3,1
S9497,60,50,50,3,0
S9498,97,91,87,7,1
S9499,61,59,45,7,1
S9500,74,68,56,0,1
S9501,69,62,63,6,1
S9502,50,41,50,3,0
S9503,83,77,77,1,1
S9504,84,81,64,7,1
S9505,84,81,66,1,1
S9506,65,57,57,1,1
S9507,60,51,47,7,0
S9508,69,63,57,6,1
S9509,94,85,80,4,1
S9510,64,63,61,7,1
S9511,65,57,63,1,1
S9512,78,73,59,5,1
S9513,69,61,54,5,1
S9514,62,60,61,7,1
S9515,42,34,25,7,0
S9516,56,49,53,3,0
S9517,41,37,29,3,0
S9518,97,97,95,0,1
S9519,73,67,73,0,1
S9520,70,67,54,2,1
S9521,81,76,68,6,1
S9522,42,34,36,6,0
S9523,88,87,68,8,1
S9524,100,90,97,4,1
S9525,41,39,22,4,0
S9526,87,80,71,2,1
S9527,64,56,58,2,1
S9528,52,48,37,8,0
S9529,59,50,39,8,0
S9530,99,99,94,0,1
S9531,76,66,70,2,1
S9532,79,75,59,4,1
S9533,87,86,77,1,1
S9534,77,68,73,0,1
S9535,49,48,37,7,0
S9536,88,84,83,7,1
S9537,57,47,40,8,0
S9538,64,64,44,6,1
S9539,80,79,61,0,1
S9540,76,74,67,7,1
S9541,54,50,36,6,0
S9542,62,61,60,5,1
S9543,42,39,38,5,0
S9544,41,37,41,3,0
S9545,41,41,21,2,0
S9546,88,88,74,5,1
S9547,60,53,43,6,0
S9548,86,83,78,4,1
S9549,87,79,69,5,1
S9550,47,40,34,8,0
S9551,83,78,70,5,1
S9552,44,36,35,7,0
S9553,98,93,91,3,1
S9554,99,92,99,2,1
S9555,53,49,34,8,0
S9556,95,95,88,0,1
S9557,85,77,79,2,1
S9558,53,45,48,3,0
S9559,81,79,62,2,1
S9560,90,82,83,5,1
S9561,55,52,51,0,0
S9562,65,61,59,4,1
S9563,51,46,44,7,0
S9564,41,31,22,0,0
S9565,75,68,72,7,1
S9566,93,87,87,8,1
S9567,82,74,81,4,1
S9568,73,71,58,1,1
S9569,66,65,56,5,1
S9570,46,41,27,6,0
S9571,75,65,68,2,1
S9572,66,58,52,6,1
S9573,52,45,48,8,0
S9574,85,82,77,7,1
S9575,45,43,45,6,0
S9576,97,90,89,4,1
S9577,83,76,79,2,1
S9578,85,81,76,7,1
S9579,93,87,83,8,1
S9580,71,66,70,1,1
S9581,59,56,54,6,0
S9582,88,82,79,8,1
S9583,68,58,50,7,1
S9584,57,53,44,6,0
S9585,41,39,25,8,0
S9586,56,46,40,4,0
S9587,62,55,52,5,1
S9588,53,48,53,0,0
S9589,45,43,45,4,0
S9590,86,85,67,4,1
S9591,98,90,89,6,1
S9592,97,94,91,2,1
S9593,49,43,31,4,0
S9594,48,38,28,5,0
S9595,62,57,49,2,1
S9596,95,86,87,4,1
S9597,98,88,97,8,1
S9598,98,90,89,2,1
S9599,47,44,36,8,0
S9600,42,34,22,1,0
S9601,70,61,56,4,1
S9602,95,86,77,1,1
S9603,95,85,91,7,1
S9604,99,93,99,1,1
S9605,44,35,33,0,0
S9606,97,92,94,2,1
S9607,80,76,63,1,1
S9608,89,82,87,4,1
S9609,77,73,58,6,1
S9610,83,80,63,0,1
S9611,80,78,64,5,1
S9612,87,83,82,6,1
S9613,62,57,61,5,1
S9614,90,86,83,8,1
S9615,99,91,80,5,1
S9616,86,77,67,6,1
S9617,90,82,89,0,1
S9618,66,61,52,2,1
S9619,42,42,32,1,0
S9620,59,55,46,4,0
S9621,69,62,57,7,1
S9622,48,47,39,2,0
S9623,86,76,73,7,1
S9624,74,73,69,8,1
S9625,66,64,49,0,1
S9626,84,80,68,6,1
S9627,97,92,96,7,1
S9628,72,62,67,1,1
S9629,49,45,49,1,0
S9630,84,75,80,8,1
S9631,50,45,30,7,0
S9632,69,62,55,5,1
S9633,93,91,85,4,1
S9634,58,50,56,3,0
S9635,81,76,77,6,1
S9636,95,85,76,3,1
S9637,63,57,45,8,1
S9638,69,62,65,2,1
S9639,48,43,36,1,0
S9640,63,58,59,2,1
S9641,77,76,66,6,1
S9642,45,37,36,5,0
S9643,97,97,87,3,1
S9644,44,36,29,5,0
S9645,77,75,68,6,1
S9646,81,72,67,1,1
S9647,72,70,59,1,1
S9648,93,91,76,6,1
S9649,76,75,60,3,1
S9650,40,32,36,4,0
S9651,92,85,77,6,1
S9652,96,94,77,1,1
S9653,61,57,59,7,1
S9654,41,32,40,3,0
S9655,55,53,35,8,0
S9656,77,76,75,2,1
S9657,81,81,68,5,1
S9658,50,42,32,8,0
S9659,83,73,78,6,1
S9660,57,55,38,5,0
S9661,50,44,45,0,0
S9662,80,77,80,3,1
S9663,45,43,43,0,0
S9664,85,83,83,4,1
S9665,42,33,23,0,0
S9666,85,81,83,3,1
S9667,68,65,65,2,1
S9668,52,43,43,7,0
S9669,79,69,59,2,1
S9670,91,86,81,8,1
S9671,93,87,93,1,1
S9672,83,81,71,6,1
S9673,45,40,28,1,0
S9674,97,90,90,0,1
S9675,93,84,87,3,1
S9676,77,67,65,2,1
S9677,68,63,56,8,1
S9678,74,72,69,2,1
S9679,44,36,25,6,0
S9680,43,36,34,5,0
S9681,84,84,68,6,1
S9682,58,48,44,4,0
S9683,53,44,33,6,0
S9684,71,62,63,4,1
S9685,94,94,83,3,1
S9686,67,65,51,0,1
S9687,55,46,52,6,0
S9688,64,63,59,6,1
S9689,74,72,64,8,1
S9690,75,71,73,7,1
S9691,58,50,55,0,0
S9692,73,64,62,7,1
S9693,96,87,85,5,1
S9694,44,44,43,2,0
S9695,64,57,53,5,1
S9696,51,43,50,7,0
S9697,42,42,22,5,0
S9698,100,97,100,3,1
S9699,80,74,78,5,1
S9700,94,88,90,4,1
S9701,56,52,41,6,0
S9702,90,84,70,5,1
S9703,91,84,77,0,1
S9704,87,86,70,3,1
S9705,65,59,54,2,1
S9706,68,64,63,8,1
S9707,99,91,95,1,1
S9708,73,65,58,8,1
S9709,91,85,81,6,1
S9710,83,78,82,5,1
S9711,97,90,80,6,1
S9712,93,90,87,8,1
S9713,78,71,78,4,1
S9714,68,65,63,0,1
S9715,55,45,51,2,0
S9716,65,56,65,0,1
S9717,82,75,69,5,1
